time,PV3,PV7,WP4,WP7,BM1,BM2,BM3,Hydro2,lv_rural1,lv_rural2,lv_rural3,lv_semiurb4
2013-01-01 00:00:00,0.0,0.0,0.846,0.97,0.702308,0.661961,0.612549,0.284667,0.0,0.0,0.0,0.0
2013-01-01 01:00:00,0.0,0.0,0.838,0.963,0.703009,0.6628149999999999,0.600935,0.37812,0.0,0.0,0.0,0.0
2013-01-01 02:00:00,0.0,0.0,0.8200000000000001,0.947,0.6954859999999999,0.652981,0.592809,0.509545,0.0,0.0,0.0,0.0
2013-01-01 03:00:00,0.0,0.0,0.799,0.9329999999999999,0.68103,0.651079,0.583338,0.374449,0.0,0.0,0.0,0.0
2013-01-01 04:00:00,0.0,0.0,0.767,0.9129999999999999,0.670365,0.634687,0.571658,0.38326,0.0,0.0,0.0,0.0
2013-01-01 05:00:00,0.0,0.0,0.748,0.895,0.6604180000000001,0.623926,0.5657989999999999,0.375184,0.0,0.0,0.0,0.0
2013-01-01 06:00:00,0.0,0.0,0.7290000000000001,0.875,0.657571,0.59251,0.559759,0.295888,0.0,0.0,0.0,0.0
2013-01-01 07:00:00,0.0,0.0,0.71,0.855,0.645678,0.5596909999999999,0.5475899999999999,0.228341,0.0,0.0,0.0,0.0
2013-01-01 08:00:00,0.036000000000000004,0.0,0.6809999999999999,0.8290000000000001,0.6347619999999999,0.56838,0.5658529999999999,0.228341,0.001667117,0.020964248000000005,0.014070998000000005,0.003
2013-01-01 09:00:00,0.09300000000000001,0.0,0.64,0.777,0.6304390000000001,0.593821,0.585232,0.226872,0.011764218999999998,0.054455324000000006,0.03729248000000001,0.013999999999999999
2013-01-01 10:00:00,0.302,0.021,0.593,0.726,0.646573,0.6145579999999999,0.600322,0.214391,0.059664046,0.186537908,0.136847918,0.066
2013-01-01 11:00:00,0.11,0.067,0.536,0.665,0.645583,0.616379,0.606597,0.216593,0.05649346700000001,0.08953372400000001,0.07689633300000001,0.068
2013-01-01 12:00:00,0.1,0.069,0.48,0.609,0.650783,0.615025,0.60836,0.229809,0.03011901,0.08524210800000001,0.07682111900000001,0.03
