time,PV3,PV7,WP4,WP7,BM1,BM2,BM3,Hydro2,lv_rural1,lv_rural2,lv_rural3,lv_semiurb4
2006-01-01 00:00:00,0.0,0.0,0.381,0.584,0.702308,0.661961,0.612549,0.284667,0.0,0.0,0.0,0.0
2006-01-01 01:00:00,0.0,0.0,0.423,0.643,0.703009,0.6628149999999999,0.600935,0.37812,0.0,0.0,0.0,0.0
2006-01-01 02:00:00,0.0,0.0,0.444,0.64,0.6954859999999999,0.652981,0.592809,0.509545,0.0,0.0,0.0,0.0
2006-01-01 03:00:00,0.0,0.0,0.48,0.669,0.68103,0.651079,0.583338,0.374449,0.0,0.0,0.0,0.0
2006-01-01 04:00:00,0.0,0.0,0.474,0.7010000000000001,0.670365,0.634687,0.571658,0.38326,0.0,0.0,0.0,0.0
2006-01-01 05:00:00,0.0,0.0,0.48,0.6920000000000001,0.6604180000000001,0.623926,0.5657989999999999,0.375184,0.0,0.0,0.0,0.0
2006-01-01 06:00:00,0.0,0.0,0.491,0.7070000000000001,0.657571,0.59251,0.559759,0.295888,0.0,0.0,0.0,0.0
2006-01-01 07:00:00,0.0,0.0,0.467,0.6729999999999999,0.645678,0.5596909999999999,0.5475899999999999,0.228341,0.0,0.0,0.0,0.0
2006-01-01 08:00:00,0.0,0.0,0.426,0.628,0.6347619999999999,0.56838,0.5658529999999999,0.228341,0.0,0.0,0.0,0.0
2006-01-01 09:00:00,0.003,0.006999999999999999,0.36200000000000004,0.556,0.6304390000000001,0.593821,0.585232,0.226872,0.00011850000000000001,0.006932594,0.0060591510000000005,0.0
2006-01-01 10:00:00,0.048,0.047,0.309,0.469,0.646573,0.6145579999999999,0.600322,0.214391,0.023769255,0.048431912,0.046473709,0.015
2006-01-01 11:00:00,0.084,0.063,0.257,0.39799999999999996,0.645583,0.616379,0.606597,0.216593,0.026399089,0.071250362,0.068637536,0.018000000000000002
2006-01-01 12:00:00,0.084,0.124,0.22699999999999998,0.34900000000000003,0.650783,0.615025,0.60836,0.229809,0.012436653,0.118375474,0.104637155,0.009000000000000001
2006-01-01 13:00:00,0.054000000000000006,0.064,0.222,0.33899999999999997,0.657623,0.615698,0.62137,0.406755,0.00023700000000000001,0.062497925999999995,0.059649689000000006,0.0
2006-01-01 14:00:00,0.021,0.027999999999999997,0.223,0.335,0.648467,0.609871,0.618598,0.268722,0.0,0.025790916,0.024657093,0.0
2006-01-01 15:00:00,0.0,0.0,0.221,0.326,0.6568890000000001,0.614945,0.618853,0.324523,0.0,0.0,0.0,0.0
2006-01-01 16:00:00,0.0,0.0,0.213,0.314,0.651405,0.615747,0.631185,0.145374,0.0,0.0,0.0,0.0
2006-01-01 17:00:00,0.0,0.0,0.193,0.28500000000000003,0.641526,0.609544,0.647458,0.27973600000000004,0.0,0.0,0.0,0.0
2006-01-01 18:00:00,0.0,0.0,0.163,0.242,0.644313,0.6056779999999999,0.651242,0.165198,0.0,0.0,0.0,0.0
2006-01-01 19:00:00,0.0,0.0,0.129,0.193,0.648776,0.61026,0.649407,0.157122,0.0,0.0,0.0,0.0
2006-01-01 20:00:00,0.0,0.0,0.09699999999999999,0.14400000000000002,0.635205,0.605023,0.628113,0.16373,0.0,0.0,0.0,0.0
2006-01-01 21:00:00,0.0,0.0,0.07400000000000001,0.11,0.631827,0.604734,0.613793,0.156388,0.0,0.0,0.0,0.0
2006-01-01 22:00:00,0.0,0.0,0.059,0.09300000000000001,0.6394340000000001,0.627741,0.636166,0.209985,0.0,0.0,0.0,0.0
2006-01-01 23:00:00,0.0,0.0,0.049,0.085,0.627829,0.658013,0.638383,0.368576,0.0,0.0,0.0,0.0
