time,PV3,PV7,WP4,WP7,BM1,BM2,BM3,Hydro2,lv_rural1,lv_rural2,lv_rural3,lv_semiurb4
2008-01-01 00:00:00,0.0,0.0,0.335,0.39899999999999997,0.702308,0.661961,0.612549,0.284667,0.0,0.0,0.0,0.0
2008-01-01 01:00:00,0.0,0.0,0.36700000000000005,0.456,0.703009,0.6628149999999999,0.600935,0.37812,0.0,0.0,0.0,0.0
2008-01-01 02:00:00,0.0,0.0,0.38,0.48700000000000004,0.6954859999999999,0.652981,0.592809,0.509545,0.0,0.0,0.0,0.0
2008-01-01 03:00:00,0.0,0.0,0.385,0.52,0.68103,0.651079,0.583338,0.374449,0.0,0.0,0.0,0.0
2008-01-01 04:00:00,0.0,0.0,0.377,0.526,0.670365,0.634687,0.571658,0.38326,0.0,0.0,0.0,0.0
2008-01-01 05:00:00,0.0,0.0,0.363,0.506,0.6604180000000001,0.623926,0.5657989999999999,0.375184,0.0,0.0,0.0,0.0
2008-01-01 06:00:00,0.0,0.0,0.34800000000000003,0.472,0.657571,0.59251,0.559759,0.295888,0.0,0.0,0.0,0.0
2008-01-01 07:00:00,0.0,0.0,0.33299999999999996,0.442,0.645678,0.5596909999999999,0.5475899999999999,0.228341,0.0,0.0,0.0,0.0
2008-01-01 08:00:00,0.0,0.0,0.302,0.38799999999999996,0.6347619999999999,0.56838,0.5658529999999999,0.228341,0.0008815170000000002,0.0,0.0,0.001
2008-01-01 09:00:00,0.001,0.002,0.235,0.289,0.6304390000000001,0.593821,0.585232,0.226872,0.005430185,0.0015502060000000002,0.001188318,0.006999999999999999
2008-01-01 10:00:00,0.02,0.040999999999999995,0.188,0.22699999999999998,0.646573,0.6145579999999999,0.600322,0.214391,0.037482495,0.033707,0.030134277,0.038
2008-01-01 11:00:00,0.028999999999999998,0.047,0.17400000000000002,0.212,0.645583,0.616379,0.606597,0.216593,0.016540754999999997,0.040723508,0.038150822,0.015
2008-01-01 12:00:00,0.038,0.037000000000000005,0.171,0.21,0.650783,0.615025,0.60836,0.229809,0.015422237999999996,0.036303994000000006,0.034184324,0.013999999999999999
2008-01-01 13:00:00,0.019,0.027000000000000003,0.205,0.251,0.657623,0.615698,0.62137,0.406755,0.0008294999999999997,0.023603848000000004,0.021146666,0.0
2008-01-01 14:00:00,0.006,0.01,0.245,0.326,0.648467,0.609871,0.618598,0.268722,0.00011850000000000001,0.008335624,0.00718002,0.0
2008-01-01 15:00:00,0.0,0.0,0.251,0.374,0.6568890000000001,0.614945,0.618853,0.324523,0.0,0.0,0.0,0.0
2008-01-01 16:00:00,0.0,0.0,0.238,0.375,0.651405,0.615747,0.631185,0.145374,0.0,0.0,0.0,0.0
2008-01-01 17:00:00,0.0,0.0,0.233,0.35200000000000004,0.641526,0.609544,0.647458,0.27973600000000004,0.0,0.0,0.0,0.0
2008-01-01 18:00:00,0.0,0.0,0.243,0.327,0.644313,0.6056779999999999,0.651242,0.165198,0.0,0.0,0.0,0.0
2008-01-01 19:00:00,0.0,0.0,0.24600000000000002,0.32,0.648776,0.61026,0.649407,0.157122,0.0,0.0,0.0,0.0
2008-01-01 20:00:00,0.0,0.0,0.24,0.316,0.635205,0.605023,0.628113,0.16373,0.0,0.0,0.0,0.0
2008-01-01 21:00:00,0.0,0.0,0.238,0.33299999999999996,0.631827,0.604734,0.613793,0.156388,0.0,0.0,0.0,0.0
2008-01-01 22:00:00,0.0,0.0,0.257,0.35700000000000004,0.6394340000000001,0.627741,0.636166,0.209985,0.0,0.0,0.0,0.0
2008-01-01 23:00:00,0.0,0.0,0.27,0.374,0.627829,0.658013,0.638383,0.368576,0.0,0.0,0.0,0.0
2008-01-02 00:00:00,0.0,0.0,0.308,0.397,0.642915,0.701624,0.65777,0.375918,0.0,0.0,0.0,0.0
2008-01-02 01:00:00,0.0,0.0,0.318,0.43,0.6473810000000001,0.719696,0.664662,0.593979,0.0,0.0,0.0,0.0
2008-01-02 02:00:00,0.0,0.0,0.342,0.483,0.653834,0.724035,0.6611100000000001,0.596182,0.0,0.0,0.0,0.0
2008-01-02 03:00:00,0.0,0.0,0.355,0.5429999999999999,0.6595300000000001,0.705911,0.655319,0.601322,0.0,0.0,0.0,0.0
2008-01-02 04:00:00,0.0,0.0,0.341,0.588,0.6706979999999999,0.682447,0.662114,0.591043,0.0,0.0,0.0,0.0
2008-01-02 05:00:00,0.0,0.0,0.342,0.6000000000000001,0.6612979999999999,0.652335,0.668172,0.490455,0.0,0.0,0.0,0.0
2008-01-02 06:00:00,0.0,0.0,0.313,0.583,0.6364390000000001,0.62279,0.639777,0.222467,0.0,0.0,0.0,0.0
2008-01-02 07:00:00,0.0,0.0,0.28800000000000003,0.5740000000000001,0.6185,0.60439,0.631379,0.367107,0.0,0.0,0.0,0.0
2008-01-02 08:00:00,0.0,0.002,0.22699999999999998,0.513,0.644332,0.615924,0.642517,0.234949,0.0,0.001702886,0.0016486329999999998,0.0
2008-01-02 09:00:00,0.001,0.008,0.18100000000000002,0.423,0.653503,0.626582,0.6590630000000001,0.24743,0.010835517,0.0063933900000000005,0.005929090000000001,0.001
2008-01-02 10:00:00,0.02,0.07100000000000001,0.173,0.405,0.655197,0.635813,0.6633819999999999,0.24743,0.04571711,0.07170693800000001,0.06126289600000001,0.032
2008-01-02 11:00:00,0.047,0.03,0.166,0.33799999999999997,0.677461,0.633147,0.645613,0.181351,0.014436687000000004,0.037309498,0.042731724000000006,0.011000000000000001
2008-01-02 12:00:00,0.040999999999999995,0.099,0.17800000000000002,0.29100000000000004,0.666363,0.6434439999999999,0.637392,0.316446,0.061892952,0.086954546,0.07922502099999999,0.07100000000000001
2008-01-02 13:00:00,0.008,0.062,0.21600000000000003,0.29,0.687344,0.6523909999999999,0.666247,0.367841,0.00011850000000000001,0.046574916000000015,0.041147588,0.0
2008-01-02 14:00:00,0.002,0.027000000000000003,0.33,0.42100000000000004,0.700343,0.647574,0.6789029999999999,0.278267,0.0,0.019255824,0.017155029,0.0
2008-01-02 15:00:00,0.0,0.0,0.434,0.5539999999999999,0.723691,0.665832,0.6678,0.338473,0.0,0.0,0.0,0.0
2008-01-02 16:00:00,0.0,0.0,0.53,0.643,0.712939,0.666063,0.6647390000000001,0.236417,0.0,0.0,0.0,0.0
2008-01-02 17:00:00,0.0,0.0,0.539,0.706,0.716871,0.6666850000000001,0.6826399999999999,0.23862,0.0,0.0,0.0,0.0
2008-01-02 18:00:00,0.0,0.0,0.595,0.759,0.7215779999999999,0.66447,0.702678,0.242291,0.0,0.0,0.0,0.0
2008-01-02 19:00:00,0.0,0.0,0.6000000000000001,0.777,0.7297100000000001,0.662989,0.7149840000000001,0.222467,0.0,0.0,0.0,0.0
2008-01-02 20:00:00,0.0,0.0,0.5740000000000001,0.7609999999999999,0.699151,0.642609,0.698868,0.180617,0.0,0.0,0.0,0.0
2008-01-02 21:00:00,0.0,0.0,0.5379999999999999,0.732,0.69655,0.634734,0.689247,0.198238,0.0,0.0,0.0,0.0
2008-01-02 22:00:00,0.0,0.0,0.515,0.721,0.7037680000000001,0.642213,0.702623,0.489721,0.0,0.0,0.0,0.0
2008-01-02 23:00:00,0.0,0.0,0.527,0.718,0.712713,0.6553260000000001,0.711268,0.370044,0.0,0.0,0.0,0.0
2008-01-03 00:00:00,0.0,0.0,0.5539999999999999,0.746,0.74485,0.658279,0.7390220000000001,0.372247,0.0,0.0,0.0,0.0
2008-01-03 01:00:00,0.0,0.0,0.621,0.795,0.753792,0.67732,0.757252,0.377386,0.0,0.0,0.0,0.0
2008-01-03 02:00:00,0.0,0.0,0.669,0.8340000000000001,0.77408,0.702481,0.75235,0.367841,0.0,0.0,0.0,0.0
2008-01-03 03:00:00,0.0,0.0,0.6990000000000001,0.855,0.764976,0.699012,0.761085,0.370778,0.0,0.0,0.0,0.0
2008-01-03 04:00:00,0.0,0.0,0.722,0.878,0.775145,0.703232,0.770422,0.375184,0.0,0.0,0.0,0.0
2008-01-03 05:00:00,0.0,0.0,0.746,0.894,0.767887,0.709505,0.7761819999999999,0.529369,0.0,0.0,0.0,0.0
2008-01-03 06:00:00,0.0,0.0,0.765,0.902,0.748081,0.717191,0.800552,0.225404,0.0,0.0,0.0,0.0
2008-01-03 07:00:00,0.0,0.0,0.774,0.907,0.745167,0.7112390000000001,0.787667,0.235683,0.0,0.0,0.0,0.0
2008-01-03 08:00:00,0.0,0.001,0.779,0.91,0.7137819999999999,0.693142,0.760221,0.41116,0.0,0.0006176059999999999,0.000401692,0.0
2008-01-03 09:00:00,0.0,0.006,0.775,0.914,0.682556,0.695918,0.751254,0.243025,0.0008815170000000002,0.0038404359999999996,0.0028369000000000003,0.001
2008-01-03 10:00:00,0.018000000000000002,0.038,0.775,0.915,0.654139,0.708176,0.739483,0.36931,0.017289306,0.034371364,0.034946066000000005,0.018000000000000002
2008-01-03 11:00:00,0.027000000000000003,0.07400000000000001,0.764,0.905,0.641229,0.720513,0.721727,0.621145,0.01952634,0.066239274,0.07312542,0.02
2008-01-03 12:00:00,0.018000000000000002,0.079,0.746,0.903,0.654429,0.7353850000000001,0.728513,0.253304,0.014881754999999997,0.064125106,0.06290464600000001,0.015
2008-01-03 13:00:00,0.024,0.157,0.742,0.903,0.673501,0.7535029999999999,0.722391,0.24522800000000006,0.0,0.123826564,0.095928749,0.0
2008-01-03 14:00:00,0.008,0.08600000000000001,0.733,0.9009999999999999,0.708464,0.765005,0.720427,0.419971,0.0,0.059451112,0.045897087999999996,0.0
2008-01-03 15:00:00,0.0,0.0,0.765,0.9179999999999999,0.722853,0.766936,0.7215239999999999,0.220264,0.0,0.0,0.0,0.0
2008-01-03 16:00:00,0.0,0.0,0.8140000000000001,0.943,0.7288020000000001,0.7854800000000001,0.7129439999999999,0.363436,0.0,0.0,0.0,0.0
2008-01-03 17:00:00,0.0,0.0,0.8390000000000001,0.953,0.727214,0.777478,0.694328,0.372981,0.0,0.0,0.0,0.0
2008-01-03 18:00:00,0.0,0.0,0.846,0.951,0.734028,0.777017,0.694559,0.258443,0.0,0.0,0.0,0.0
2008-01-03 19:00:00,0.0,0.0,0.845,0.95,0.764947,0.784617,0.684118,0.254038,0.0,0.0,0.0,0.0
2008-01-03 20:00:00,0.0,0.0,0.836,0.945,0.7923560000000001,0.775289,0.6579020000000001,0.331131,0.0,0.0,0.0,0.0
2008-01-03 21:00:00,0.0,0.0,0.809,0.9329999999999999,0.8008689999999999,0.7655810000000001,0.648524,0.199706,0.0,0.0,0.0,0.0
2008-01-03 22:00:00,0.0,0.0,0.787,0.9259999999999999,0.80038,0.735731,0.640564,0.292217,0.0,0.0,0.0,0.0
2008-01-03 23:00:00,0.0,0.0,0.774,0.919,0.8104100000000001,0.7193579999999999,0.651245,0.373715,0.0,0.0,0.0,0.0
2008-01-04 00:00:00,0.0,0.0,0.773,0.915,0.819628,0.716758,0.655876,0.392805,0.0,0.0,0.0,0.0
2008-01-04 01:00:00,0.0,0.0,0.782,0.9129999999999999,0.835924,0.712626,0.646468,0.367107,0.0,0.0,0.0,0.0
2008-01-04 02:00:00,0.0,0.0,0.7909999999999999,0.904,0.835609,0.704331,0.635989,0.391336,0.0,0.0,0.0,0.0
2008-01-04 03:00:00,0.0,0.0,0.8029999999999999,0.9109999999999999,0.851943,0.702365,0.654834,0.380323,0.0,0.0,0.0,0.0
