2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.013473162,0.0,0.0,0.0,0.0,0.0022847320000000003,0.020964248000000005,0.011804672,0.068079784
0.006932594,0.033533662,0.001550206,0.002685006,0.0024195320000000003,0.0,0.008636864,0.054455324000000006,0.125902364,0.242573648
0.048431912,0.252224224,0.033707,0.048870718,0.055507568,0.024734528,0.071888588,0.186537908,0.314958872,0.269195388
0.071250362,0.24362158199999998,0.040723508,0.044889990000000005,0.05418158000000001,0.044437416,0.055869328,0.089533724,0.384265616,0.349015232
0.11837547400000001,0.231913492,0.036303994000000006,0.032591485999999996,0.037635492,0.052383772,0.020599720000000002,0.085242108,0.41765076,0.391478804
0.062497926,0.040814312,0.023603848000000004,0.026257238,0.033425036,0.030266848,0.009228336,0.037874836,0.36404137599999997,0.26742785199999997
0.025790915999999997,0.023540582,0.008335624,0.009273734,0.012193948,0.011247592,0.002,0.013519948000000002,0.202836368,0.183997296
0.0,0.008112794,0.0,0.0,0.0,0.0,0.0,0.0,0.002321872,0.000580468
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
